['american_football.football_coach', '?type', 'people.person']
['organization.organization', 'award.award_winner.awards_won-award.award_honor.honored_for', 'film.film']
['organization.organization', 'base.schemastaging.organization_extra.phone_number-base.schemastaging.phone_sandbox.service_location', 'location.location']
['organization.organization', 'base.schemastaging.organization_extra.phone_number-base.schemastaging.phone_sandbox.service_location', 'location.administrative_division']
['organization.organization', 'base.schemastaging.organization_extra.phone_number-base.schemastaging.phone_sandbox.service_location', 'location.region']
['organization.organization', 'base.schemastaging.organization_extra.phone_number-base.schemastaging.phone_sandbox.service_location', 'royalty.kingdom']
['organization.organization', 'base.schemastaging.organization_extra.phone_number-base.schemastaging.phone_sandbox.service_location', 'location.province']
['organization.organization', 'organization.organization.headquarters-location.mailing_address.citytown', 'location.citytown']
['organization.organization', 'organization.organization.headquarters-location.mailing_address.country', 'location.country']
['organization.organization', 'organization.organization.headquarters-location.mailing_address.state_province_region', 'location.administrative_division']
['organization.organization', 'tv.tv_network.programs-tv.tv_network_duration.program', 'tv.tv_program']
['people.family_member', 'people.person.parents', 'people.person']
['people.family_member', 'people.person.parents', 'royalty.noble_person']
['people.family_member', 'people.person.parents', 'people.family_member']
['people.family_member', 'people.person.parents', 'royalty.monarch']
['people.family_member', 'people.person.spouse_s-people.marriage.spouse', 'people.family_member']
['people.family_member', 'people.person.spouse_s-people.marriage.spouse', 'royalty.monarch']
['people.family_member', 'people.person.spouse_s-people.marriage.spouse', 'royalty.chivalric_order_member']
['people.family_member', '?type', 'people.person']
['people.family_member', '?type', 'royalty.noble_person']
['people.person', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'film.film']
['people.person', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'tv.tv_program']
['people.person', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'music.album']
['people.person', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'book.written_work']
['people.person', 'award.award_winner.awards_won-award.award_honor.honored_for', 'film.film']
['people.person', 'award.award_winner.awards_won-award.award_honor.honored_for', 'tv.tv_program']
['people.person', 'award.award_winner.awards_won-award.award_honor.honored_for', 'book.written_work']
['people.person', 'award.award_winner.awards_won-award.award_honor.honored_for', 'music.album']
['people.person', 'award.award_winner.awards_won-award.award_honor.honored_for', 'book.book']
['people.person', 'award.award_winner.awards_won-award.award_honor.honored_for', 'music.composition']
['people.person', 'award.award_winner.awards_won-award.award_honor.honored_for', 'tv.tv_network']
['people.person', 'award.award_winner.awards_won-award.award_honor.honored_for', 'organization.organization']
['people.person', 'award.award_winner.awards_won-award.award_honor.honored_for', 'business.business_operation']
['people.person', 'award.award_winner.awards_won-award.award_honor.honored_for', 'tv.tv_program_creator']
['people.person', 'award.award_winner.awards_won-award.award_honor.honored_for', 'film.film_distributor']
['people.person', 'award.award_winner.awards_won-award.award_honor.honored_for', 'tv.tv_producer']
['people.person', 'base.schemastaging.athlete_extra.salary-base.schemastaging.athlete_salary.team', 'sports.sports_team']
['people.person', 'government.politician.party-government.political_party_tenure.party', 'government.political_party']
['people.person', 'military.military_person.service-military.military_service.military_force', 'military.armed_force']
['people.person', 'people.deceased_person.place_of_death', 'location.location']
['people.person', 'people.deceased_person.place_of_death', 'location.citytown']
['people.person', 'people.person.education-education.education.institution', 'education.educational_institution']
['people.person', 'people.person.education-education.education.institution', 'education.university']
['people.person', 'people.person.education-education.education.institution', 'education.school']
['people.person', 'people.person.education-education.education.institution', 'book.periodical_publisher']
['people.person', 'people.person.nationality', 'location.country']
['people.person', 'people.person.parents', 'royalty.noble_person']
['people.person', 'people.person.parents', 'people.person']
['people.person', 'people.person.parents', 'royalty.monarch']
['people.person', 'people.person.parents', 'government.politician']
['people.person', 'people.person.parents', 'royalty.chivalric_order_member']
['people.person', 'people.person.place_of_birth', 'location.location']
['people.person', 'people.person.place_of_birth', 'location.citytown']
['people.person', 'people.person.places_lived-people.place_lived.location', 'location.location']
['people.person', 'people.person.places_lived-people.place_lived.location', 'location.citytown']
['people.person', 'people.person.spouse_s-people.marriage.spouse', 'people.person']
['people.person', 'people.person.spouse_s-people.marriage.spouse', 'royalty.noble_person']
['people.person', 'people.person.spouse_s-people.marriage.spouse', 'people.family_member']
['people.person', 'people.person.spouse_s-people.marriage.spouse', 'royalty.monarch']
['people.person', 'people.person.spouse_s-people.marriage.spouse', 'royalty.chivalric_order_member']
['protected_sites.listed_site', '?type', 'location.location']
['religion.religious_leader', '?type', 'people.person']
['royalty.chivalric_order_member', 'people.person.parents', 'royalty.chivalric_order_member']
['royalty.chivalric_order_member', 'people.person.spouse_s-people.marriage.spouse', 'royalty.chivalric_order_member']
['royalty.chivalric_order_member', 'people.person.spouse_s-people.marriage.spouse', 'royalty.monarch']
['royalty.chivalric_order_member', '?type', 'people.person']
['royalty.kingdom', 'location.country.capital', 'location.citytown']
['royalty.kingdom', '?type', 'location.country']
['royalty.monarch', 'people.person.parents', 'royalty.monarch']
['royalty.monarch', 'people.person.spouse_s-people.marriage.spouse', 'royalty.monarch']
['royalty.monarch', '?type', 'royalty.noble_person']
['royalty.noble_person', 'people.deceased_person.place_of_death', 'location.location']
['royalty.noble_person', 'people.deceased_person.place_of_death', 'location.citytown']
['royalty.noble_person', 'people.person.parents', 'royalty.noble_person']
['royalty.noble_person', 'people.person.parents', 'royalty.monarch']
['royalty.noble_person', 'people.person.parents', 'royalty.chivalric_order_member']
['royalty.noble_person', 'people.person.spouse_s-people.marriage.spouse', 'royalty.noble_person']
['royalty.noble_person', 'people.person.spouse_s-people.marriage.spouse', 'people.family_member']
['royalty.noble_person', 'people.person.spouse_s-people.marriage.spouse', 'royalty.monarch']
['royalty.noble_person', 'people.person.spouse_s-people.marriage.spouse', 'royalty.chivalric_order_member']
['royalty.noble_person', 'people.person.spouse_s-people.marriage.spouse', 'government.politician']
['royalty.noble_person', '?type', 'people.person']
['soccer.fifa', '?type', 'sports.sports_league']
['soccer.football_award', 'sports.sports_championship_event.champion', 'soccer.football_team']
['soccer.football_league', '?type', 'time.recurring_event']
['soccer.football_league', '?type', 'sports.sports_league']
['soccer.football_league', 'sports.sports_league.teams-sports.sports_league_participation.team', 'soccer.football_team']
['soccer.football_league_season', '?type', 'sports.sports_league_season']
['soccer.football_league_season', 'sports.sports_championship_event.champion', 'soccer.football_team']
['soccer.football_league_season', 'sports.sports_league_season.league', 'soccer.football_league']
['soccer.football_player', '?type', 'sports.pro_athlete']
['soccer.football_player', 'soccer.football_player.position_s', 'soccer.football_position']
['soccer.football_player', 'soccer.football_player.statistics-soccer.football_player_stats.team', 'sports.sports_team']
['soccer.football_player', 'soccer.football_player.statistics-soccer.football_player_stats.team', 'soccer.football_team']
['soccer.football_player', 'sports.pro_athlete.teams-sports.sports_team_roster.position', 'soccer.football_position']
['soccer.football_position', '?type', 'sports.sports_position']
['soccer.football_position', 'sports.sports_position.players-sports.sports_team_roster.player', 'soccer.football_player']
['soccer.football_team', '?type', 'sports.sports_team']
['soccer.football_team', 'soccer.football_team.player_statistics-soccer.football_player_stats.player', 'sports.pro_athlete']
['soccer.football_team', 'soccer.football_team.player_statistics-soccer.football_player_stats.player', 'soccer.football_player']
['soccer.football_team', 'sports.sports_team.league-sports.sports_league_participation.from', 'soccer.football_league_season']
['soccer.football_team', 'sports.sports_team.league-sports.sports_league_participation.league', 'soccer.football_league']
['soccer.football_team', 'sports.sports_team.roster-sports.sports_team_roster.player', 'soccer.football_player']
['soccer.football_team_manager', '?type', 'sports.pro_athlete']
['soccer.football_team_manager', '?type', 'soccer.football_player']
['soccer.football_team_manager', 'soccer.football_player.statistics-soccer.football_player_stats.team', 'soccer.football_team']
['soccer.football_world_cup', '?type', 'time.event']
['soccer.football_world_cup', '?type', 'soccer.football_award']
['soccer.football_world_cup', 'sports.sports_championship_event.champion', 'soccer.football_team']
['spaceflight.astronaut', '?type', 'people.person']
['sports.boxer', 'olympics.olympic_athlete.medals_won-olympics.olympic_medal_honor.event', 'olympics.olympic_event_competition']
['sports.boxer', '?type', 'sports.pro_athlete']
['sports.cyclist', 'olympics.olympic_athlete.medals_won-olympics.olympic_medal_honor.event', 'olympics.olympic_event_competition']
['sports.cyclist', '?type', 'sports.pro_athlete']
['sports.golfer', '?type', 'sports.pro_athlete']
['sports.multi_event_tournament', '?type', 'time.event']
['sports.pro_athlete', 'american_football.football_player.games-american_football.player_game_statistics.team', 'american_football.football_team']
['sports.pro_athlete', 'base.schemastaging.athlete_extra.salary-base.schemastaging.athlete_salary.team', 'sports.sports_team']
['sports.pro_athlete', 'ice_hockey.hockey_player.hockey_position', 'ice_hockey.hockey_position']
['sports.pro_athlete', 'olympics.olympic_athlete.country-olympics.olympic_athlete_affiliation.country', 'location.country']
['sports.pro_athlete', 'olympics.olympic_athlete.country-olympics.olympic_athlete_affiliation.country', 'location.administrative_division']
['sports.pro_athlete', 'olympics.olympic_athlete.country-olympics.olympic_athlete_affiliation.country', 'royalty.kingdom']
['sports.pro_athlete', 'olympics.olympic_athlete.medals_won-olympics.olympic_medal_honor.country', 'location.country']
['sports.pro_athlete', 'olympics.olympic_athlete.medals_won-olympics.olympic_medal_honor.country', 'location.administrative_division']
['sports.pro_athlete', 'olympics.olympic_athlete.medals_won-olympics.olympic_medal_honor.country', 'royalty.kingdom']
['sports.pro_athlete', 'olympics.olympic_athlete.medals_won-olympics.olympic_medal_honor.event', 'olympics.olympic_event_competition']
['sports.pro_athlete', '?type', 'people.person']
['sports.pro_athlete', 'soccer.football_player.statistics-soccer.football_player_stats.team', 'soccer.football_team']
['sports.pro_athlete', 'sports.pro_athlete.teams-sports.sports_team_roster.position', 'sports.sports_position']
['sports.pro_athlete', 'sports.pro_athlete.teams-sports.sports_team_roster.position', 'business.job_title']
['sports.pro_athlete', 'sports.pro_athlete.teams-sports.sports_team_roster.team', 'sports.sports_team']
['sports.pro_athlete', 'sports.sports_award_winner.awards-sports.sports_award.team', 'sports.sports_team']
['sports.pro_athlete', 'sports.sports_award_winner.awards-sports.sports_award.team', 'sports.professional_sports_team']
['sports.professional_sports_team', '?type', 'sports.sports_team']
['sports.professional_sports_team', 'sports.sports_team.league-sports.sports_league_participation.league', 'sports.sports_league']
['sports.professional_sports_team', 'sports.sports_team.location', 'location.location']
['sports.professional_sports_team', 'sports.sports_team.location', 'location.citytown']
['sports.school_sports_team', '?type', 'sports.sports_team']
['sports.sports_award_type', '?type', 'time.recurring_event']
['sports.sports_award_winner', 'sports.sports_award_winner.awards-sports.sports_award.team', 'sports.sports_team']
['sports.sports_award_winner', 'sports.sports_award_winner.awards-sports.sports_award.team', 'sports.professional_sports_team']
['sports.sports_championship', '?type', 'time.recurring_event']
['sports.sports_championship_event', '?type', 'time.event']
['sports.sports_championship_event', 'sports.sports_championship_event.champion', 'sports.sports_team']
['sports.sports_championship_event', 'sports.sports_championship_event.champion', 'sports.professional_sports_team']
['sports.sports_facility', '?type', 'architecture.structure']
['sports.sports_facility', 'sports.sports_facility.home_venue_for-sports.team_venue_relationship.team', 'sports.sports_team']
['sports.sports_facility', 'sports.sports_facility.teams', 'sports.sports_team']
['sports.sports_league', '?type', 'organization.organization']
['sports.sports_league', 'sports.sports_league.teams-sports.sports_league_participation.team', 'sports.sports_team']
['sports.sports_league_season', '?type', 'time.event']
['sports.sports_league_season', 'sports.sports_championship_event.champion', 'sports.sports_team']
['sports.sports_league_season', 'sports.sports_league_season.league', 'sports.sports_league']
['sports.sports_league_season', 'sports.sports_league_season.league', 'time.recurring_event']
['sports.sports_position', 'sports.sports_position.players-sports.sports_team_roster.player', 'sports.pro_athlete']
['sports.sports_position', 'sports.sports_position.players-sports.sports_team_roster.position', 'sports.sports_position']
['sports.sports_team', 'baseball.baseball_team.league', 'baseball.baseball_league']
['sports.sports_team', 'soccer.football_team.player_statistics-soccer.football_player_stats.player', 'soccer.football_player']
['sports.sports_team', 'sports.sports_team.arena_stadium', 'location.location']
['sports.sports_team', 'sports.sports_team.arena_stadium', 'architecture.structure']
['sports.sports_team', 'sports.sports_team.arena_stadium', 'architecture.venue']
['sports.sports_team', 'sports.sports_team.arena_stadium', 'sports.sports_facility']
['sports.sports_team', 'sports.sports_team.arena_stadium', 'cricket.cricket_stadium']
['sports.sports_team', 'sports.sports_team.arena_stadium', 'architecture.building']
['sports.sports_team', 'sports.sports_team.league-sports.sports_league_participation.from', 'sports.sports_league_season']
['sports.sports_team', 'sports.sports_team.league-sports.sports_league_participation.from', 'sports.sports_championship_event']
['sports.sports_team', 'sports.sports_team.league-sports.sports_league_participation.league', 'sports.sports_league']
['sports.sports_team', 'sports.sports_team.location', 'location.location']
['sports.sports_team', 'sports.sports_team.location', 'location.citytown']
['sports.sports_team', 'sports.sports_team.roster-sports.sports_team_roster.player', 'sports.pro_athlete']
['sports.sports_team', 'sports.sports_team.sport', 'sports.sport']
['sports.sports_team', 'sports.sports_team.sport', 'media_common.media_genre']
['sports.sports_team', 'sports.sports_team.sport', 'cvg.cvg_genre']
['sports.sports_team', 'sports.sports_team.sport', 'broadcast.genre']
['sports.sports_team', 'sports.sports_team.sport', 'sports.sports_team']
['sports.sports_team', 'sports.sports_team.sport', 'sports.school_sports_team']
['sports.sports_team', 'sports.sports_team.sport', 'award.award_discipline']
['sports.sports_team', 'sports.sports_team.sport', 'book.periodical_subject']
['sports.sports_team', 'sports.sports_team.sport', 'education.field_of_study']
['sports.sports_team', 'sports.sports_team.sport', 'law.invention']
['sports.sports_team', 'sports.sports_team.venue-sports.team_venue_relationship.venue', 'location.location']
['sports.sports_team', 'sports.sports_team.venue-sports.team_venue_relationship.venue', 'architecture.structure']
['sports.sports_team', 'sports.sports_team.venue-sports.team_venue_relationship.venue', 'architecture.venue']
['sports.sports_team', 'sports.sports_team.venue-sports.team_venue_relationship.venue', 'sports.sports_facility']
['sports.sports_team', 'sports.sports_team.venue-sports.team_venue_relationship.venue', 'architecture.building']
['sports.tournament_event_competition', '?type', 'time.event']
['tennis.tennis_player', 'olympics.olympic_athlete.medals_won-olympics.olympic_medal_honor.event', 'olympics.olympic_event_competition']
['tennis.tennis_player', '?type', 'sports.pro_athlete']
['tennis.tennis_tournament', '?type', 'time.recurring_event']
['tennis.tennis_tournament_champion', 'olympics.olympic_athlete.medals_won-olympics.olympic_medal_honor.event', 'olympics.olympic_event_competition']
['tennis.tennis_tournament_champion', '?type', 'tennis.tennis_player']
['tennis.tennis_tournament_champion', '?type', 'people.person']
['theater.play', 'book.written_work.author', 'book.author']
['theater.play', '?type', 'book.written_work']
['theater.theater_actor', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'film.film']
['theater.theater_actor', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'tv.tv_program']
['theater.theater_actor', 'award.award_winner.awards_won-award.award_honor.honored_for', 'film.film']
['theater.theater_actor', '?type', 'film.actor']
['time.event', 'base.culturalevent.event.entity_involved', 'people.person']
['time.event', 'sports.sports_championship_event.champion', 'sports.sports_team']
['time.event', 'sports.sports_league_season.league', 'sports.sports_league']
['time.event', 'time.event.instance_of_recurring_event', 'time.recurring_event']
['time.event', 'time.event.instance_of_recurring_event', 'organization.organization']
['time.event', 'time.event.locations', 'location.location']
['transportation.road', '?type', 'location.location']
['travel.accommodation', '?type', 'location.location']
['tv.tv_actor', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'film.film']
['tv.tv_actor', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'tv.tv_program']
['tv.tv_actor', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'music.composition']
['tv.tv_actor', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'music.album']
['tv.tv_actor', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'tv.tv_character']
['tv.tv_actor', 'award.award_winner.awards_won-award.award_honor.honored_for', 'film.film']
['tv.tv_actor', 'award.award_winner.awards_won-award.award_honor.honored_for', 'tv.tv_program']
['tv.tv_actor', 'award.award_winner.awards_won-award.award_honor.honored_for', 'music.composition']
['tv.tv_actor', 'award.award_winner.awards_won-award.award_honor.honored_for', 'music.album']
['tv.tv_actor', 'film.actor.film-film.performance.character', 'film.film_character']
['tv.tv_actor', 'film.actor.film-film.performance.character', 'fictional_universe.fictional_character']
['tv.tv_actor', 'film.actor.film-film.performance.character', 'tv.tv_character']
['tv.tv_actor', 'film.actor.film-film.performance.character', 'comic_books.comic_book_character']
['tv.tv_actor', 'film.actor.film-film.performance.film', 'film.film']
['tv.tv_actor', 'music.artist.album', 'music.album']
['tv.tv_actor', 'music.composer.compositions', 'music.composition']
['tv.tv_actor', '?type', 'film.actor']
['tv.tv_actor', 'tv.tv_actor.starring_roles-tv.regular_tv_appearance.character', 'tv.tv_character']
['tv.tv_actor', 'tv.tv_actor.starring_roles-tv.regular_tv_appearance.character', 'fictional_universe.fictional_character']
['tv.tv_actor', 'tv.tv_actor.starring_roles-tv.regular_tv_appearance.character', 'film.film_character']
['tv.tv_actor', 'tv.tv_actor.starring_roles-tv.regular_tv_appearance.character', 'comic_books.comic_book_character']
['tv.tv_actor', 'tv.tv_actor.starring_roles-tv.regular_tv_appearance.series', 'tv.tv_program']
['tv.tv_actor', 'tv.tv_actor.starring_roles-tv.regular_tv_appearance.series', 'film.film']
['tv.tv_character', 'film.film_character.portrayed_in_films-film.performance.actor', 'film.actor']
['tv.tv_character', 'film.film_character.portrayed_in_films-film.performance.actor', 'tv.tv_actor']
['tv.tv_character', '?type', 'fictional_universe.fictional_character']
['tv.tv_character', 'tv.tv_character.appeared_in_tv_program-tv.regular_tv_appearance.actor', 'tv.tv_actor']
['tv.tv_character', 'tv.tv_character.appeared_in_tv_program-tv.regular_tv_appearance.actor', 'film.actor']
['tv.tv_director', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'film.film']
['tv.tv_director', 'award.award_winner.awards_won-award.award_honor.honored_for', 'film.film']
['tv.tv_director', '?type', 'people.person']
['tv.tv_genre', '?type', 'film.film_genre']
['tv.tv_network', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'tv.tv_program']
['tv.tv_network', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'tv.tv_network']
['tv.tv_network', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'business.business_operation']
['tv.tv_network', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'film.film']
['tv.tv_network', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'tv.tv_program_creator']
['tv.tv_network', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'film.film_distributor']
['tv.tv_network', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'tv.tv_producer']
['tv.tv_network', 'award.award_winner.awards_won-award.award_honor.honored_for', 'tv.tv_program']
['tv.tv_network', 'award.award_winner.awards_won-award.award_honor.honored_for', 'tv.tv_network']
['tv.tv_network', 'award.award_winner.awards_won-award.award_honor.honored_for', 'organization.organization']
['tv.tv_network', 'award.award_winner.awards_won-award.award_honor.honored_for', 'business.business_operation']
['tv.tv_network', 'award.award_winner.awards_won-award.award_honor.honored_for', 'film.film']
['tv.tv_network', 'award.award_winner.awards_won-award.award_honor.honored_for', 'tv.tv_program_creator']
['tv.tv_network', 'award.award_winner.awards_won-award.award_honor.honored_for', 'film.film_distributor']
['tv.tv_network', 'award.award_winner.awards_won-award.award_honor.honored_for', 'tv.tv_producer']
['tv.tv_network', 'tv.tv_network.programs-tv.tv_network_duration.program', 'tv.tv_program']
['tv.tv_personality', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'film.film']
['tv.tv_personality', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'tv.tv_program']
['tv.tv_personality', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'music.composition']
['tv.tv_personality', 'award.award_winner.awards_won-award.award_honor.honored_for', 'tv.tv_program']
['tv.tv_personality', 'award.award_winner.awards_won-award.award_honor.honored_for', 'film.film']
['tv.tv_personality', 'award.award_winner.awards_won-award.award_honor.honored_for', 'music.composition']
['tv.tv_personality', 'music.composer.compositions', 'music.composition']
['tv.tv_personality', '?type', 'people.person']
['tv.tv_producer', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'tv.tv_program']
['tv.tv_producer', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'film.film']
['tv.tv_producer', 'award.award_winner.awards_won-award.award_honor.honored_for', 'tv.tv_program']
['tv.tv_producer', 'award.award_winner.awards_won-award.award_honor.honored_for', 'film.film']
['tv.tv_producer', 'tv.tv_network.programs-tv.tv_network_duration.program', 'tv.tv_program']
['tv.tv_program', 'award.award_nominated_work.award_nominations-award.award_nomination.award_nominee', 'tv.tv_network']
['tv.tv_program', 'award.award_nominated_work.award_nominations-award.award_nomination.ceremony', 'award.award_ceremony']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'people.person']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'tv.tv_network']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'tv.tv_actor']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'tv.tv_producer']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'business.business_operation']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'film.actor']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'tv.tv_writer']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'tv.tv_program_creator']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'film.film_distributor']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'film.production_company']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'book.author']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'music.group_member']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'music.artist']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'tv.tv_personality']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'music.lyricist']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'music.composer']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'film.writer']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'tv.tv_director']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'film.director']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'film.producer']
['tv.tv_program', 'award.award_winning_work.awards_won-award.award_honor.award_winner', 'internet.website_owner']
['tv.tv_program', 'film.film.directed_by', 'film.director']
['tv.tv_program', 'tv.tv_program.country_of_origin', 'location.location']
['tv.tv_program', 'tv.tv_program.country_of_origin', 'location.country']
['tv.tv_program', 'tv.tv_program.country_of_origin', 'location.administrative_division']
['tv.tv_program', 'tv.tv_program.country_of_origin', 'royalty.kingdom']
['tv.tv_program', 'tv.tv_program.original_network-tv.tv_network_duration.network', 'tv.tv_network']
['tv.tv_program', 'tv.tv_program.original_network-tv.tv_network_duration.network', 'organization.organization']
['tv.tv_program', 'tv.tv_program.original_network-tv.tv_network_duration.network', 'tv.tv_program_creator']
['tv.tv_program', 'tv.tv_program.original_network-tv.tv_network_duration.network', 'business.business_operation']
['tv.tv_program', 'tv.tv_program.regular_cast-tv.regular_tv_appearance.actor', 'people.person']
['tv.tv_program', 'tv.tv_program.regular_cast-tv.regular_tv_appearance.actor', 'film.actor']
['tv.tv_program', 'tv.tv_program.regular_cast-tv.regular_tv_appearance.actor', 'tv.tv_actor']
['tv.tv_program_creator', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'tv.tv_program']
['tv.tv_program_creator', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'film.film']
['tv.tv_program_creator', 'award.award_winner.awards_won-award.award_honor.honored_for', 'tv.tv_program']
['tv.tv_program_creator', 'award.award_winner.awards_won-award.award_honor.honored_for', 'film.film']
['tv.tv_program_creator', '?type', 'organization.organization']
['tv.tv_program_creator', '?type', 'tv.tv_network']
['tv.tv_program_creator', 'tv.tv_network.programs-tv.tv_network_duration.program', 'tv.tv_program']
['tv.tv_series_episode', 'award.award_nominated_work.award_nominations-award.award_nomination.award_nominee', 'tv.tv_writer']
['tv.tv_series_episode', 'award.award_nominated_work.award_nominations-award.award_nomination.award_nominee', 'tv.tv_producer']
['tv.tv_series_episode', 'film.film.directed_by', 'film.director']
['tv.tv_writer', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'film.film']
['tv.tv_writer', 'award.award_nominee.award_nominations-award.award_nomination.nominated_for', 'tv.tv_program']
['tv.tv_writer', 'award.award_winner.awards_won-award.award_honor.honored_for', 'tv.tv_program']
['tv.tv_writer', 'award.award_winner.awards_won-award.award_honor.honored_for', 'film.film']
['tv.tv_writer', '?type', 'people.person']
['visual_art.visual_artist', '?type', 'people.person']
